id,valormt2_predicted
877392,1778541.125
201483,3387671.5
188674,3387671.5
1211067,3555974.5
883437,3524313.5
332550,3531510.0
320585,3481435.5
776969,3559852.5
435344,2079163.0
1274573,3613018.25
846305,3504659.25
1345443,3620666.75
550169,3519963.5
502072,3520514.5
514698,3490059.75
424985,3516740.25
1026142,3855186.0
736991,2108071.0
394757,2305246.0
398647,2304235.25
253068,2370383.5
511414,2250069.0
231053,2359759.0
526879,2304235.25
798974,2364217.75
830409,2234089.75
431272,2304235.25
630631,2304025.25
763398,2108281.0
276759,2600521.75
1368608,2082960.125
317703,2410075.0
1221098,2100017.0
1257103,2009917.375
1323936,2081949.375
1303633,2185506.75
946955,2429430.25
425047,2658311.0
783014,2658266.75
495811,2553391.25
1011258,2423977.5
78622,2387553.5
326168,2429923.5
544485,2424531.75
939843,2423977.5
825791,2429430.25
543441,2425462.25
486184,3491361.25
726088,3436523.75
752156,3222557.75
1055205,3250240.75
1289402,3020032.5
372796,3933285.75
